Linux 7.0.0-31-generic (ausitn-garcia-ROG-Zephyrus-G14-GA402XV-GA402XV) 	09/18/26 	_x86_64_	(16 CPU)

21:54:52     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
21:55:52       8    2.21    0.00    0.80    0.00    0.00    0.00    0.00    0.00    0.00   96.98
21:55:52       9    2.41    0.00    0.80    0.00    0.00    0.00    0.00    0.00    0.00   96.79
21:55:52      10    2.65    0.00    0.61    0.00    0.00    0.20    0.00    0.00    0.00   96.54
21:55:52      11    3.01    0.00    1.00    0.00    0.00    0.20    0.00    0.00    0.00   95.78
21:55:52      12    1.82    0.00    0.81    0.00    0.00    0.20    0.00    0.00    0.00   97.17
21:55:52      13    2.42    0.00    0.81    0.00    0.00    0.20    0.00    0.00    0.00   96.57
21:55:52      14    2.21    0.00    1.01    0.00    0.00    0.40    0.00    0.00    0.00   96.38
21:55:52      15    2.62    0.00    0.80    0.00    0.00    0.20    0.00    0.00    0.00   96.38

21:55:52     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
21:55:57     all    3.80    0.00    0.87    0.01    0.00    0.68    0.00    0.00    0.00   94.64
21:55:57       0    1.92    0.00    0.58    0.00    0.00    5.77    0.00    0.00    0.00   91.73
21:55:57       1    2.02    0.00    1.01    0.00    0.00    1.21    0.00    0.00    0.00   95.76
21:55:57       2    3.62    0.00    0.80    0.00    0.00    0.40    0.00    0.00    0.00   95.17
21:55:57       3   10.22    0.00    1.40    0.00    0.00    0.20    0.00    0.00    0.00   88.18
21:55:57       4    6.02    0.00    0.80    0.00    0.00    0.20    0.00    0.00    0.00   92.97
21:55:57       5    9.52    0.00    1.98    0.00    0.00    0.40    0.00    0.00    0.00   88.10
21:55:57       6    4.41    0.00    1.00    0.20    0.00    0.20    0.00    0.00    0.00   94.19
21:55:57       7    5.24    0.00    1.21    0.00    0.00    0.20    0.00    0.00    0.00   93.35
21:55:57       8    2.01    0.00    0.40    0.00    0.00    0.20    0.00    0.00    0.00   97.38
21:55:57       9    1.82    0.00    0.40    0.00    0.00    0.20    0.00    0.00    0.00   97.58
